LShoulder_x,LShoulder_y,RShoulder_x,RShoulder_y,LElbow_x,LElbow_y,RElbow_x,RElbow_y,LWrist_x,LWrist_y,RWrist_x,RWrist_y,LHip_x,LHip_y,RHip_x,RHip_y,Hip_x,Hip_y,LKnee_x,LKnee_y,RKnee_x,RKnee_y,LAnkle_x,LAnkle_y,RAnkle_x,RAnkle_y,LHeel_x,LHeel_y,RHeel_x,RHeel_y,LBigToe_x,LBigToe_y,RBigToe_x,RBigToe_y,crossfit_label,session_id
632.2924042,376.6784906,558.6400604,375.0765467,643.5401917,434.6834278,546.6381073,432.4844027,641.6189575,485.922761,544.8615265,485.7666779,616.2405396,488.3848143,571.5467453,487.9692221,593.8936424,488.1770182,621.0564041,562.7870607,564.2745209,563.0057573,625.9578323,633.7032509,555.3767014,635.1404858,623.619194,645.4532576,557.2488403,643.3437967,631.9063187,651.8517637,547.547226,656.4686823,0,5
632.2932816,376.6835117,558.6803055,375.0739288,643.0491638,434.837451,546.6672516,432.4876213,640.3971863,485.9274817,544.8530197,485.7394266,616.3000488,488.3916807,571.6082764,488.00879,593.9541626,488.2002354,621.0502243,562.7902365,564.2724609,562.9900932,625.9181595,633.7935019,555.4008865,635.1443052,623.6231613,646.010685,557.3664474,643.3972692,631.4492035,651.8240404,547.4286652,656.3972712,0,5
632.2940826,376.6908503,558.711853,375.0706244,642.8120422,434.874444,546.7440033,432.5134563,639.875679,485.9264088,544.849472,485.7557774,616.3765717,488.399663,571.6879272,488.0253124,594.0322495,488.2124877,621.0475922,562.7937555,564.2673874,562.9701376,625.9176636,633.8871861,555.4055023,635.1257229,623.6290741,646.859293,557.4020386,643.3799314,631.4515305,651.8114662,547.4234009,656.3995886,0,5
632.2943878,376.6961288,558.7982941,375.0669765,642.5776672,434.9101067,546.8317795,432.5392056,639.6686554,485.9117317,544.9443436,485.795002,616.4575958,488.4030962,571.7098236,488.0793858,594.0837097,488.241241,621.0536575,562.9199696,564.2660522,562.9837847,625.9019089,634.3725157,555.4140472,635.2302647,623.5800171,648.5103321,557.6064301,643.8689518,631.4530182,651.7782497,547.1513748,656.5161037,0,5
632.2946167,376.7032957,558.833847,375.0688219,642.4293518,434.9524212,546.918869,432.699151,639.5390701,485.8985996,545.0458908,485.8410501,616.5596771,488.4084606,571.7173386,488.1522131,594.1385078,488.2803369,621.0634613,562.9673481,564.2964935,562.9808235,625.8853149,634.6913338,555.4380035,635.4500771,623.5153961,649.2152166,557.7509689,644.6918964,631.453743,651.7658901,547.1281052,656.6151094,0,5
632.2954559,376.7039824,558.8557053,375.0719118,642.4232483,434.9552965,547.0663452,432.7281618,639.4786453,485.8718204,545.243721,485.8413506,616.7029572,488.4067869,571.7891312,488.1580496,594.2460442,488.2824183,621.0704422,563.0130529,564.3345261,562.9736996,625.8747482,634.8678017,555.439682,635.7276535,623.4187698,649.3685102,557.8147125,645.2100992,631.4802933,651.7809534,547.1259689,656.7642403,0,5
632.3173141,376.7158699,558.8839722,375.0785637,642.4211121,434.954052,547.3371506,432.7295351,639.5188522,485.8069324,545.4224777,485.8167171,616.7655563,488.3977747,571.7951584,488.1621265,594.2803574,488.2799506,621.1132813,563.0083752,564.4132614,562.9697084,625.9209061,635.0429821,555.4670334,635.8748102,623.4498215,649.487772,557.898941,645.4291391,631.5158844,651.798892,547.1948242,656.777544,0,5
632.3181915,376.6660023,558.8947296,375.0732422,642.516861,434.9567556,547.5485992,432.7275181,639.5513916,485.7794666,545.6407547,485.803628,616.7794037,488.3769608,571.7972946,488.167491,594.2883492,488.2722259,621.2202835,562.9117298,564.5738602,562.726078,626.0324097,635.0613499,555.5458832,635.9293127,623.4838104,649.4686747,558.0776978,645.5127382,631.6042328,651.917038,547.2232056,656.7847109,0,5
632.4219513,376.666646,559.0073776,375.2036619,642.5990295,434.9583864,547.8652191,432.7415943,639.8692703,485.781827,545.7897949,485.8778286,616.787529,488.4423637,571.7593384,488.4289312,594.2734337,488.4356475,621.3911057,563.2010651,564.6404266,563.2129097,626.2800217,635.458746,555.6959915,636.3010883,623.3505249,649.5945454,558.3301926,645.9951067,632.6732254,653.1826115,547.2119904,656.8959475,0,5
632.4565887,376.6658735,559.0777588,375.3203058,642.6841736,434.9495888,548.1253815,432.8142071,640.606842,485.7804966,545.9130096,485.927825,616.7900467,488.4835625,571.6833496,488.6152267,594.2366982,488.5493946,621.5265656,563.4533644,564.6736908,563.7597799,626.5513229,635.5888653,555.7853317,636.4957094,623.3130646,649.5631313,558.5033035,646.0644579,633.5361862,654.121685,547.2599411,657.0577812,0,5
632.5404739,376.6872454,559.1353226,375.3911591,642.910614,434.9438381,548.375473,432.8224039,641.4857483,485.7465076,546.0240555,485.9751606,616.8010712,488.4924889,571.6359711,488.6947918,594.2185211,488.5936403,621.6989136,563.5094547,564.7805786,563.8247108,626.848259,635.6568432,555.881958,636.5739012,623.3254242,649.5979786,558.638916,646.1138964,634.5273972,654.4990396,547.2646332,657.1305656,0,5
632.8104401,376.7445803,559.2064285,375.4857874,643.0350494,434.9436235,548.693428,432.8987074,642.5444031,485.7789087,546.1212921,486.0212946,616.8376541,488.5719681,571.6262054,488.7856007,594.2319298,488.6787844,621.8822479,563.526535,564.9556732,563.8563824,627.0927811,635.6232834,556.138916,636.5620136,623.535347,649.4905186,558.964119,646.0233879,634.8619843,654.4500303,547.4111176,657.1876431,0,5
632.9036713,376.7687845,559.2792511,375.5236387,643.0602264,434.9372292,548.8945389,432.8911543,643.4607697,485.7918262,546.1846924,485.9395409,616.9026947,488.5840273,571.6545486,488.8009644,594.2786217,488.6924958,622.0232391,563.6198759,565.2711105,563.85149,627.203064,635.6187344,556.4586258,636.553216,623.6097336,649.4043446,559.3899536,645.9872532,635.0798798,654.4115782,547.4174118,657.1895313,0,5
632.9859543,376.7702007,559.3680954,375.5282736,643.062439,434.9349976,548.950119,432.8847599,643.866272,485.8154297,546.202507,485.937953,616.9780731,488.6131239,571.7075729,488.827014,594.342823,488.7200689,622.1474457,563.6391449,565.4136276,563.6282444,627.2722626,635.578866,556.5390778,636.4752817,623.6368942,649.2700195,559.4442749,645.7419491,635.3665924,654.3816662,547.719841,657.2172117,0,5
633.0957031,376.7707586,559.4605637,375.5286169,643.055954,434.9744797,549.0628815,432.9232979,644.0028381,485.8939648,546.2227631,485.9477377,617.0131302,488.6541939,571.7747879,488.8714743,594.393959,488.7628341,622.2547531,563.6328793,565.5761719,563.3717823,627.30793,635.52917,556.6135406,636.2448263,623.6548996,649.0641546,559.5015335,645.1309633,635.5528641,654.3629122,548.5158157,657.279911,0,5
633.139267,376.7482281,559.4674683,375.6124306,643.1163025,434.9938774,549.0982819,433.3847237,644.0322113,485.9591961,546.1912918,486.3764191,617.0286179,488.7932825,571.8161011,489.0855789,594.4223595,488.9394307,622.4038696,563.6647224,565.604248,563.3761597,628.0854034,635.5272388,556.6781616,636.1714411,624.4226837,648.6932373,559.5842361,644.9473286,636.0313034,654.3463039,548.6959076,657.2952318,0,5
633.1456757,376.8096828,559.3925095,375.7976103,643.1223297,435.3228235,549.0262604,433.7796736,644.0023041,486.2197781,546.1672211,486.8629503,616.999321,488.9069223,571.8147659,489.3126011,594.4070435,489.1097617,622.5654984,563.8360405,565.5908966,563.6050272,628.3921432,635.5141068,556.7110062,636.2041426,624.7316742,648.0592489,559.6206665,644.9558687,636.516304,654.3602085,548.7799835,657.3685741,0,5
633.1266022,377.3010206,559.0443802,376.3129377,643.2691956,435.5698013,548.8551712,434.5542526,643.9849854,486.3331604,546.1174393,487.8426647,616.97155,488.9334869,571.8184662,489.4954205,594.3950081,489.2144537,622.6740265,563.7255335,565.5912399,563.7102127,628.7244797,635.492177,556.9226837,636.2142277,625.2925873,647.8185368,559.7935104,645.0196409,636.4561081,654.2869091,549.8201752,657.3707199,0,5
633.1038666,378.0874014,558.932991,376.9660664,643.3737183,435.6594515,548.4694672,434.895215,643.9285278,486.4540529,546.053772,488.6647511,616.9660187,488.9383793,571.8925858,489.5112562,594.4293022,489.2248178,622.7248001,563.5197115,565.5776215,563.8190889,628.875351,635.3911114,556.925354,636.2750387,625.4754639,647.1606016,559.7959137,645.1871824,636.5692902,654.2687559,549.806633,657.4268961,0,5
633.0965424,380.2374172,558.8446045,379.4340849,643.3926392,436.0754299,547.885437,436.1624622,643.7554932,486.8416643,545.916748,490.285449,616.9576263,489.0231371,572.012825,489.6369123,594.4852257,489.3300247,622.7498245,561.9396973,565.3968048,563.7887049,629.4575882,634.9750471,556.6918945,636.216116,626.2353516,646.6814518,559.7650909,645.1234531,636.5576172,653.434267,549.5999146,657.4365091,0,5
633.0071259,382.3126316,558.2409668,383.5639143,643.4361267,437.0952702,546.6814041,438.8952255,643.396225,487.7684212,545.6378174,492.9395485,616.9920731,489.3302822,572.3698044,490.069499,594.6809387,489.6998906,623.1286621,561.3474655,565.2553558,562.7171516,629.8989105,634.9017906,556.4758301,635.8985424,626.8056488,647.1226645,559.5368576,644.7556686,636.8153,652.2673988,549.6360016,657.4279261,0,5
633.0123901,385.711956,557.9512405,387.7655411,643.5625458,439.1629744,545.741272,441.5367508,643.3198547,489.8893833,545.2771759,495.3355551,617.1186066,489.9731112,572.8686523,490.7303953,594.9936295,490.3517532,623.6137009,561.3557053,565.2565765,560.9834146,630.2215576,634.2768145,556.4673615,634.9010611,627.3609161,646.561203,559.5275879,644.1898727,636.7537308,651.4480591,549.7806549,657.3856115,0,5
632.7746582,388.6865902,557.0669556,392.3667526,643.5975647,443.0289173,544.9310303,444.703002,643.313446,493.1804752,544.6149826,498.5691404,617.3343658,490.1290655,573.4733963,490.8674669,595.4038811,490.4982662,624.6937943,560.3707123,565.2553558,559.4266176,630.2954865,633.2161188,556.4641571,633.1757784,627.4088287,645.5678844,559.3862152,641.9982719,636.7241287,651.4034271,550.0205612,657.3020554,0,5
632.7787018,398.171525,555.6993866,398.7721682,643.6631775,450.3935766,544.3605423,450.0642872,643.6381531,498.1020498,543.2532501,503.2024097,618.1406784,490.9831238,574.1622925,491.1438417,596.1514854,491.0634828,625.8762741,560.2439404,565.6206131,557.2778893,630.397644,630.2138472,556.3975143,630.563736,627.3674774,642.1447849,559.0294647,639.4101763,636.6280365,651.341114,550.1387405,655.0802422,0,5
632.4330902,403.1894445,553.9627838,404.043417,644.0620422,455.4651833,543.8933182,454.5232344,644.2520142,502.8874111,541.6422272,506.8869495,618.8497162,491.5747547,574.7622681,491.5962124,596.8059921,491.5854836,626.6483688,559.6528244,565.7009125,557.7365685,630.4729462,628.1715488,556.3310623,628.4396839,627.3524857,639.8323345,558.809433,636.4152861,636.5106964,650.8993006,550.222168,653.7404251,0,5
631.671257,407.8902197,552.9610443,409.4396782,644.682312,459.9103117,543.3324051,459.2532778,645.087738,506.7529678,540.3720856,511.7431211,619.131546,491.5451002,575.0130081,491.6479683,597.0722771,491.5965343,626.5623093,558.7184286,565.682869,557.5463247,630.524826,626.1922503,556.2663651,627.719779,627.5021362,637.2128248,558.8032913,636.7343187,636.129837,650.6155872,550.2354813,652.7124739,0,5
630.9397125,413.3277655,552.512207,414.8451233,644.6986389,465.5477142,543.0070114,462.9013824,645.4016876,512.408824,539.3286896,513.8588047,618.9783478,491.2401867,574.9859619,491.2762356,596.9821548,491.2582111,626.5252686,558.8512087,565.2714157,557.6434851,630.5231476,626.8031073,556.2202072,627.3597622,627.6218796,637.5570488,559.1008759,636.6025257,636.125679,650.6949377,550.2325439,652.9868317,0,5
630.8882904,425.7131338,551.863327,425.6048584,644.7977448,474.2784548,542.2412109,474.1697931,645.763855,522.9056597,538.3997345,523.7659836,618.2302856,491.1689043,574.9575043,491.0377979,596.593895,491.1033511,626.1483765,558.8997889,563.0056763,557.8400373,630.518074,626.8560648,556.2798309,627.8954315,627.6230621,638.0008364,560.3472137,636.8493748,636.7553711,650.7790089,548.8191605,654.2857504,0,5
630.4122162,433.0247068,550.7478714,433.0414867,644.8457336,479.9664116,541.490097,480.5711317,646.4768982,530.1916552,537.0571899,530.3334904,617.3384857,491.3943386,574.6856689,491.313014,596.0120773,491.3536763,626.0371017,558.994503,561.8654633,558.2958412,630.4646683,627.4476957,556.434021,628.2202148,627.6136017,638.8900852,561.7462921,636.8795013,636.7673874,650.668416,547.6090622,655.8593273,0,5
631.0387039,444.4544792,549.6001053,440.0824785,644.8826599,490.9218836,540.4862213,488.487339,647.4352264,539.1089058,535.5688477,540.6305981,617.1834183,491.3818502,574.6670532,491.1663294,595.9252357,491.2740898,625.6731033,559.265728,561.626358,558.1322479,628.8864136,627.9840088,556.5543747,628.3844519,625.9596634,638.9719677,562.4973297,637.1545887,636.338501,650.689702,547.6372528,656.116991,0,5
631.1491776,450.5477285,549.4494629,447.9320812,644.895401,495.8607531,539.3317795,496.2679768,648.164978,548.3931684,533.9516068,548.1399679,617.1574783,491.5681887,574.710083,491.1934948,595.9337807,491.3808417,624.4447708,559.3054247,561.5836716,556.0440731,628.4025955,628.3644533,556.5662766,628.4493399,625.2957916,639.1181803,562.4315643,637.4822474,636.2205124,650.6997871,548.2623291,655.9206533,0,5
631.1399078,459.7068501,549.7608185,458.5199404,645.1648712,506.105504,537.0068359,505.9568882,648.6762238,559.1782665,531.5560913,560.6851959,617.1463013,495.0629139,575.0518036,493.7212515,596.0990524,494.3920827,624.4498444,558.2758856,561.9026566,553.6743307,628.368454,628.519206,556.2529373,628.0886793,624.9311066,639.4697428,562.3235321,637.567606,636.1864471,650.8135557,548.3826447,655.768733,0,5
631.1342239,465.6060362,549.4939041,463.9787292,645.4789734,514.0644121,534.901123,513.4257889,649.0559387,567.3101234,530.218811,568.6913538,616.8958282,499.3302441,574.7602463,498.9694977,595.8280373,499.1498709,624.72229,558.4302521,561.9568634,557.486887,628.4984589,627.0063972,556.3445282,628.1063175,625.0106049,636.6835928,562.7770996,637.2621346,636.4711761,651.4215803,548.8383865,656.4144373,0,5
631.1481857,470.9181404,548.8493729,470.4445696,646.3267517,521.896677,533.8628387,522.8423595,648.9552307,575.8289051,529.3391037,575.7618284,616.3380814,502.8172445,574.0980911,502.4426794,595.2180862,502.629962,624.144783,558.4595203,561.2085724,558.70152,628.5241699,627.1818352,556.3295746,627.423234,625.0377655,637.2517061,562.7329636,636.157794,637.4731445,652.0964241,549.4792557,656.2435484,0,5
631.0778809,475.8037949,548.8419724,477.2149801,646.7493439,527.0280218,532.8048706,529.998064,649.0422821,582.9611349,528.9682007,583.5317373,616.1920166,506.5124702,573.7224197,506.0765791,594.9572182,506.2945247,622.4135208,560.6057167,560.4541016,559.8281336,627.9109955,626.7979574,556.2544632,627.1657848,624.945755,636.4294481,563.0760956,635.9038639,636.7845917,652.0729494,549.5867157,655.2444363,0,5
631.0816193,490.1185083,548.9652634,488.4912443,648.2279968,542.6619101,532.1805954,540.5526638,649.4621277,598.6633873,527.6386261,599.4818258,616.0271454,516.838975,573.5868454,513.8503504,594.8069954,515.3446627,624.427681,566.6814566,557.657547,561.1836576,627.8077316,627.4459791,556.1810303,627.5777721,624.9671173,640.2953482,563.0247879,637.054553,636.3649368,652.0708036,549.735527,653.8716602,0,5
631.0238647,497.1928883,549.0058517,496.6626263,649.0267181,549.5422268,531.2907028,549.2081308,649.5541382,606.0179615,526.8501663,608.3577919,615.7823944,522.9423952,573.6368942,521.0948038,594.7096443,522.0185995,625.0981522,571.3770819,556.4951324,564.2549372,627.7504349,627.8963757,555.6414032,627.747674,624.9314499,639.6675396,562.6253128,637.0948505,636.145401,653.0444241,549.5872879,652.4760103,0,5
630.898056,502.757206,548.736496,504.086895,650.3983307,556.9428921,531.0097122,556.366024,649.9049377,615.3254843,526.9750214,614.2142344,615.4056931,535.9447575,573.5402679,534.8836756,594.4729805,535.4142165,628.9894867,602.1751499,548.9665604,589.6279907,627.6421356,628.8963032,555.5202103,627.8517008,624.7654343,637.8919601,562.281189,635.9221029,625.9185028,657.4895525,549.9398804,652.5451469,0,5
630.5401611,511.6893911,548.7935257,514.6710634,651.6415405,562.3424149,529.897995,567.4575806,652.1925354,623.7162066,527.0820236,626.9001389,614.7133255,544.3878794,572.1995926,544.5981646,593.456459,544.493022,631.4877319,602.7209473,545.9951782,590.296011,627.6493073,627.8981781,555.5833054,630.2130747,623.78582,632.9816723,570.2914429,636.1641884,624.9804688,656.1776304,551.7910767,652.5778055,0,5
630.4128265,515.1895666,548.8262939,519.8495293,652.2964478,565.3960133,529.177742,570.876689,655.6427002,625.1628399,527.1358109,632.0254326,614.6948242,545.7766628,572.0109177,546.3615561,593.3528709,546.0691094,634.066658,608.5891056,547.5960159,599.6918535,627.6635742,628.4535456,563.259697,633.6326122,623.7233734,633.5107327,571.6150665,636.5030479,625.9268951,655.7904053,556.9116211,654.5687342,0,5
630.3876495,519.1352463,549.3076324,523.6214447,653.2710266,569.3062019,529.3918991,574.0642262,657.2351074,628.2549334,527.1286011,635.1557636,614.8128128,549.762125,572.0837402,550.1054049,593.4482765,549.9337649,633.068924,618.4075785,548.2068634,610.7658148,622.7919388,620.5327892,571.5026855,631.6765738,620.851326,615.4902792,577.8140259,629.2588091,619.2311859,637.3238468,569.146843,648.9460516,0,5
630.256424,521.7333841,549.3138885,528.4466743,653.8690186,572.2228575,529.4493484,576.8261719,659.3934631,630.8060789,527.1398163,636.7332029,614.7120285,551.987071,571.9145584,553.3529806,593.3132935,552.6700258,635.3713989,608.428731,548.2171631,602.4201536,623.5314941,623.8700581,570.9703827,633.5079432,621.2784958,622.7322865,577.9341888,632.4726105,621.0836029,642.1886015,566.8274689,651.0892868,0,5
630.2586746,527.6598644,549.4766998,534.9385214,655.1353455,578.6160421,529.6089935,582.327404,660.8623505,635.861764,527.1349335,641.2749767,614.8086548,556.2220001,571.9312286,557.2303391,593.3699417,556.7261696,639.785881,606.6324663,548.9810181,598.9856386,626.1156464,630.237236,568.3195114,635.8433962,623.0875397,629.3766546,575.7712555,637.3586512,630.9574509,649.3727589,564.1410446,655.8288574,0,5
630.2584076,530.134964,549.6943283,537.5225401,655.7216644,580.6660652,529.7709274,584.2028046,661.469574,640.1151037,526.5068817,644.5833635,614.824028,559.8507071,571.9689941,561.8874693,593.3965111,560.8690882,638.4763336,602.4584341,547.935257,604.8964977,626.2425613,636.2697172,567.1628571,636.5954447,623.3875656,639.8210049,574.5658112,638.1437445,634.3137741,661.4564753,562.9873657,658.4736443,0,5
630.1906586,532.9077673,549.7897339,540.2784348,655.850296,582.5942516,529.8487091,587.2728825,661.6731262,643.0629158,526.3947296,646.4177799,614.7911835,562.73067,571.7365265,565.6372833,593.263855,564.1839767,641.6226959,608.7122726,548.2343292,622.3411989,626.2896729,637.7837706,569.5720673,635.7990217,623.6473846,640.801878,576.1777878,632.9043388,634.0819168,663.884325,565.911026,656.4510012,0,5
630.4671478,535.9973717,550.595932,540.9040976,655.6359863,584.3791008,530.0660324,588.3558941,661.6099548,645.053587,526.0190964,648.6532402,614.80793,565.0169849,571.7525482,567.3994732,593.2802391,566.2082291,642.0055389,613.0726862,548.3142853,622.6984262,626.3915253,636.3555479,571.8336868,632.2173929,624.1773224,639.567976,578.6701202,628.6572218,634.0617752,662.0081949,569.2583084,653.6487579,0,5
630.5923462,536.5161753,551.3404465,540.4627562,656.4539337,585.2625132,530.723381,588.1604147,662.0475769,646.6532135,525.9554291,648.817091,614.8325348,567.1333551,571.8491364,568.7548256,593.3408356,567.9440904,641.7562103,617.5295305,548.5395432,628.8427019,626.7049026,636.4542103,570.4601288,633.081708,626.3541794,638.7317705,577.4132538,630.2310133,633.6949539,661.0914803,567.0898438,653.6699152,0,5
630.7689667,535.7380342,551.9434357,540.7253551,656.7917633,586.2164783,530.938797,587.8068352,662.1104431,646.9816446,525.9477615,648.8591909,614.7519684,567.1403933,571.8648529,569.075489,593.3084106,568.1079412,640.7170105,610.0898981,549.6482086,621.6236973,626.7213821,635.8969116,569.743042,636.6030836,627.6020432,639.5339441,577.04216,635.8975124,633.7355804,661.2601376,565.951767,655.7461596,0,5
630.8106613,534.1375923,552.4840164,539.9442959,656.7333984,586.2896061,531.5485382,588.1826878,662.3022461,646.8076658,525.9465408,649.6457005,615.0061798,568.3083344,573.2542038,569.4781637,594.1301918,568.893249,641.5963745,613.228898,549.695015,617.234745,626.7865753,635.5688667,569.358902,636.0582304,627.403183,638.4576273,576.3753128,636.2642241,632.4583817,659.9212646,565.7865143,655.6862068,0,5
